housing_median_age,total_rooms,population,ocean_proximity,AGE,STAR,POPULATION_STATUS
29,918,417,INLAND,ADULT,3-STAR,SMALL
16,2229,1199,INLAND,YOUNG,5-STAR,OVER
19,1393,915,INLAND,YOUNG,5-STAR,MEDIUM
52,966,589,INLAND,OLD,3-STAR,SMALL
52,994,623,INLAND,OLD,3-STAR,MEDIUM
25,456,370,INLAND,YOUNG,3-STAR,SMALL
7,8363,3907,INLAND,YOUNG,7-STAR,OVER
40,1718,1312,INLAND,ADULT,5-STAR,OVER
2,2682,883,INLAND,YOUNG,5-STAR,MEDIUM
22,1630,4402,INLAND,YOUNG,5-STAR,OVER
21,1494,781,INLAND,YOUNG,5-STAR,MEDIUM
14,1594,887,INLAND,YOUNG,5-STAR,MEDIUM
14,5020,2105,<1H OCEAN,YOUNG,7-STAR,OVER
11,8997,1825,<1H OCEAN,YOUNG,7-STAR,OVER
15,1914,1130,<1H OCEAN,YOUNG,5-STAR,OVER
14,3487,2352,<1H OCEAN,YOUNG,7-STAR,OVER
38,2564,1301,<1H OCEAN,ADULT,5-STAR,OVER
43,3044,1456,<1H OCEAN,ADULT,7-STAR,OVER
35,3451,1550,<1H OCEAN,ADULT,7-STAR,OVER
31,3476,1476,<1H OCEAN,ADULT,7-STAR,OVER
8,2690,1085,<1H OCEAN,YOUNG,5-STAR,OVER
6,12779,6085,<1H OCEAN,YOUNG,7-STAR,OVER
9,5782,3026,<1H OCEAN,YOUNG,7-STAR,OVER
9,3466,2356,<1H OCEAN,YOUNG,7-STAR,OVER
9,4267,2065,<1H OCEAN,YOUNG,7-STAR,OVER
15,4760,2459,<1H OCEAN,YOUNG,7-STAR,OVER
13,4461,1795,<1H OCEAN,YOUNG,7-STAR,OVER
9,6044,2239,NEAR OCEAN,YOUNG,7-STAR,OVER
13,5383,1880,NEAR OCEAN,YOUNG,7-STAR,OVER
16,4109,1298,NEAR OCEAN,YOUNG,7-STAR,OVER
23,2059,636,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
27,3493,1481,NEAR OCEAN,ADULT,7-STAR,OVER
23,1664,629,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
21,2787,1106,NEAR OCEAN,YOUNG,5-STAR,OVER
16,2168,782,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
18,3418,970,NEAR OCEAN,YOUNG,7-STAR,MEDIUM
30,6346,1769,NEAR OCEAN,ADULT,7-STAR,OVER
21,1033,588,NEAR OCEAN,YOUNG,5-STAR,SMALL
28,4323,1650,NEAR OCEAN,ADULT,7-STAR,OVER
27,2863,930,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,3279,1397,NEAR OCEAN,ADULT,7-STAR,OVER
29,2046,846,NEAR OCEAN,ADULT,5-STAR,MEDIUM
15,3276,1520,NEAR OCEAN,YOUNG,7-STAR,OVER
14,4155,2112,NEAR OCEAN,YOUNG,7-STAR,OVER
12,3522,1780,NEAR OCEAN,YOUNG,7-STAR,OVER
11,3252,1814,NEAR OCEAN,YOUNG,7-STAR,OVER
15,2419,1279,NEAR OCEAN,YOUNG,5-STAR,OVER
16,1576,595,NEAR OCEAN,YOUNG,5-STAR,SMALL
17,4197,1656,NEAR OCEAN,YOUNG,7-STAR,OVER
23,3100,1515,NEAR OCEAN,YOUNG,7-STAR,OVER
15,2062,781,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
16,3924,1325,NEAR OCEAN,YOUNG,7-STAR,OVER
20,2200,996,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
20,3389,1309,NEAR OCEAN,YOUNG,7-STAR,OVER
36,1940,850,NEAR OCEAN,ADULT,5-STAR,MEDIUM
23,1932,1380,NEAR OCEAN,YOUNG,5-STAR,OVER
16,2272,1689,NEAR OCEAN,YOUNG,5-STAR,OVER
19,1540,1799,NEAR OCEAN,YOUNG,5-STAR,OVER
20,626,3574,NEAR OCEAN,YOUNG,3-STAR,OVER
28,3952,1469,NEAR OCEAN,ADULT,7-STAR,OVER
29,1785,1344,NEAR OCEAN,ADULT,5-STAR,OVER
32,896,548,NEAR OCEAN,ADULT,3-STAR,SMALL
27,2034,768,NEAR OCEAN,ADULT,5-STAR,MEDIUM
15,2365,1446,NEAR OCEAN,YOUNG,5-STAR,OVER
21,3298,1862,NEAR OCEAN,YOUNG,7-STAR,OVER
23,1630,704,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
39,2163,1153,NEAR OCEAN,ADULT,5-STAR,OVER
31,2773,1358,NEAR OCEAN,ADULT,5-STAR,OVER
46,2054,1170,NEAR OCEAN,OLD,5-STAR,OVER
52,2254,1237,NEAR OCEAN,OLD,5-STAR,OVER
46,2217,1107,NEAR OCEAN,OLD,5-STAR,OVER
33,1664,1077,NEAR OCEAN,ADULT,5-STAR,OVER
17,2719,1386,NEAR OCEAN,YOUNG,5-STAR,OVER
15,5540,2383,NEAR OCEAN,YOUNG,7-STAR,OVER
32,4202,2309,NEAR OCEAN,ADULT,7-STAR,OVER
24,3504,1490,NEAR OCEAN,YOUNG,7-STAR,OVER
37,1354,753,NEAR OCEAN,ADULT,5-STAR,MEDIUM
26,4225,1795,NEAR OCEAN,ADULT,7-STAR,OVER
44,2236,1036,NEAR OCEAN,ADULT,5-STAR,OVER
20,1248,722,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
14,3768,1884,NEAR OCEAN,YOUNG,7-STAR,OVER
9,2568,1149,NEAR OCEAN,YOUNG,5-STAR,OVER
26,1704,918,NEAR OCEAN,ADULT,5-STAR,MEDIUM
15,4210,1933,NEAR OCEAN,YOUNG,7-STAR,OVER
46,118,6532,NEAR OCEAN,OLD,3-STAR,OVER
5,4413,2003,<1H OCEAN,YOUNG,7-STAR,OVER
16,4208,1634,NEAR OCEAN,YOUNG,7-STAR,OVER
16,164,542,NEAR OCEAN,YOUNG,3-STAR,SMALL
14,3414,1236,NEAR OCEAN,YOUNG,7-STAR,OVER
13,5138,1838,NEAR OCEAN,YOUNG,7-STAR,OVER
17,5805,1919,NEAR OCEAN,YOUNG,7-STAR,OVER
34,3100,1155,NEAR OCEAN,ADULT,7-STAR,OVER
41,2666,940,<1H OCEAN,ADULT,5-STAR,MEDIUM
16,2680,975,<1H OCEAN,YOUNG,5-STAR,MEDIUM
7,7922,2863,<1H OCEAN,YOUNG,7-STAR,OVER
8,6638,2710,<1H OCEAN,YOUNG,7-STAR,OVER
15,5818,2324,<1H OCEAN,YOUNG,7-STAR,OVER
39,1656,866,<1H OCEAN,ADULT,5-STAR,MEDIUM
18,2920,1068,<1H OCEAN,YOUNG,5-STAR,OVER
25,3642,1729,<1H OCEAN,YOUNG,7-STAR,OVER
22,3342,1342,<1H OCEAN,YOUNG,7-STAR,OVER
16,1671,935,<1H OCEAN,YOUNG,5-STAR,MEDIUM
27,3055,1407,<1H OCEAN,ADULT,7-STAR,OVER
17,2495,1292,<1H OCEAN,YOUNG,5-STAR,OVER
20,3098,1449,<1H OCEAN,YOUNG,7-STAR,OVER
31,1486,823,<1H OCEAN,ADULT,5-STAR,MEDIUM
16,3431,1777,<1H OCEAN,YOUNG,7-STAR,OVER
12,3430,1840,<1H OCEAN,YOUNG,7-STAR,OVER
11,3733,1839,<1H OCEAN,YOUNG,7-STAR,OVER
19,2949,1425,<1H OCEAN,YOUNG,5-STAR,OVER
26,3971,1792,<1H OCEAN,ADULT,7-STAR,OVER
18,2241,1521,<1H OCEAN,YOUNG,5-STAR,OVER
22,1240,768,<1H OCEAN,YOUNG,5-STAR,MEDIUM
19,1583,704,<1H OCEAN,YOUNG,5-STAR,MEDIUM
14,2919,1896,<1H OCEAN,YOUNG,5-STAR,OVER
17,2799,2015,<1H OCEAN,YOUNG,5-STAR,OVER
16,3290,1497,<1H OCEAN,YOUNG,7-STAR,OVER
37,523,374,<1H OCEAN,ADULT,3-STAR,SMALL
13,2364,1257,<1H OCEAN,YOUNG,5-STAR,OVER
14,6788,2866,<1H OCEAN,YOUNG,7-STAR,OVER
11,1317,655,<1H OCEAN,YOUNG,5-STAR,MEDIUM
16,2819,1068,<1H OCEAN,YOUNG,5-STAR,OVER
16,947,477,<1H OCEAN,YOUNG,3-STAR,SMALL
16,5209,2284,<1H OCEAN,YOUNG,7-STAR,OVER
24,2314,1549,<1H OCEAN,YOUNG,5-STAR,OVER
29,1315,926,<1H OCEAN,ADULT,5-STAR,MEDIUM
10,10463,4660,<1H OCEAN,YOUNG,7-STAR,OVER
17,2721,1672,<1H OCEAN,YOUNG,5-STAR,OVER
26,2758,1291,<1H OCEAN,ADULT,5-STAR,OVER
17,1701,941,<1H OCEAN,YOUNG,5-STAR,MEDIUM
19,3369,1834,<1H OCEAN,YOUNG,7-STAR,OVER
15,2752,1422,<1H OCEAN,YOUNG,5-STAR,OVER
19,1861,1040,<1H OCEAN,YOUNG,5-STAR,OVER
17,4422,2307,<1H OCEAN,YOUNG,7-STAR,OVER
19,2310,1341,<1H OCEAN,YOUNG,5-STAR,OVER
6,5876,2877,<1H OCEAN,YOUNG,7-STAR,OVER
16,2666,1203,<1H OCEAN,YOUNG,5-STAR,OVER
15,2608,1351,<1H OCEAN,YOUNG,5-STAR,OVER
18,2339,1097,<1H OCEAN,YOUNG,5-STAR,OVER
18,2474,1269,<1H OCEAN,YOUNG,5-STAR,OVER
17,3748,1860,<1H OCEAN,YOUNG,7-STAR,OVER
10,3979,1834,<1H OCEAN,YOUNG,7-STAR,OVER
7,9613,4487,<1H OCEAN,YOUNG,7-STAR,OVER
12,3098,1433,<1H OCEAN,YOUNG,7-STAR,OVER
12,4161,1609,<1H OCEAN,YOUNG,7-STAR,OVER
29,1649,671,INLAND,ADULT,5-STAR,MEDIUM
17,3043,1457,<1H OCEAN,YOUNG,7-STAR,OVER
15,6725,3139,<1H OCEAN,YOUNG,7-STAR,OVER
8,416,936,<1H OCEAN,YOUNG,3-STAR,MEDIUM
36,3595,1649,NEAR BAY,ADULT,7-STAR,OVER
41,2267,1045,NEAR BAY,ADULT,5-STAR,OVER
48,592,340,NEAR BAY,OLD,3-STAR,SMALL
23,1817,1376,NEAR BAY,YOUNG,5-STAR,OVER
44,2080,1781,NEAR BAY,ADULT,5-STAR,OVER
24,4299,2249,NEAR BAY,YOUNG,7-STAR,OVER
19,1733,959,NEAR BAY,YOUNG,5-STAR,MEDIUM
6,3523,1705,NEAR OCEAN,YOUNG,7-STAR,OVER
46,2193,1814,NEAR OCEAN,OLD,5-STAR,OVER
50,1441,1159,NEAR OCEAN,OLD,5-STAR,OVER
49,2244,1948,NEAR OCEAN,OLD,5-STAR,OVER
16,6457,4375,NEAR OCEAN,YOUNG,7-STAR,OVER
37,1028,904,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,1983,1577,NEAR OCEAN,ADULT,5-STAR,OVER
37,3029,2436,NEAR OCEAN,ADULT,7-STAR,OVER
45,3290,2466,NEAR OCEAN,ADULT,7-STAR,OVER
44,364,339,NEAR OCEAN,ADULT,3-STAR,SMALL
45,1799,1436,NEAR OCEAN,ADULT,5-STAR,OVER
42,876,713,NEAR OCEAN,ADULT,3-STAR,MEDIUM
44,2034,1491,NEAR OCEAN,ADULT,5-STAR,OVER
37,1046,822,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,2076,1738,NEAR OCEAN,ADULT,5-STAR,OVER
33,4167,2923,NEAR OCEAN,ADULT,7-STAR,OVER
33,4492,3477,NEAR OCEAN,ADULT,7-STAR,OVER
39,3615,1571,NEAR OCEAN,ADULT,7-STAR,OVER
29,1048,455,NEAR OCEAN,ADULT,5-STAR,SMALL
36,3988,1793,NEAR OCEAN,ADULT,7-STAR,OVER
35,5275,2892,NEAR OCEAN,ADULT,7-STAR,OVER
35,2405,1583,NEAR OCEAN,ADULT,5-STAR,OVER
29,3795,2494,NEAR OCEAN,ADULT,7-STAR,OVER
36,1946,828,NEAR OCEAN,ADULT,5-STAR,MEDIUM
36,1344,782,NEAR OCEAN,ADULT,5-STAR,MEDIUM
33,2347,1259,NEAR OCEAN,ADULT,5-STAR,OVER
35,2644,1465,NEAR OCEAN,ADULT,5-STAR,OVER
35,2576,1273,NEAR OCEAN,ADULT,5-STAR,OVER
47,737,370,NEAR OCEAN,OLD,3-STAR,SMALL
27,2447,2104,NEAR OCEAN,ADULT,5-STAR,OVER
30,837,606,NEAR OCEAN,ADULT,3-STAR,MEDIUM
42,2993,1594,NEAR OCEAN,ADULT,5-STAR,OVER
43,2661,1384,NEAR OCEAN,ADULT,5-STAR,OVER
26,4302,3320,NEAR OCEAN,ADULT,7-STAR,OVER
23,2812,1983,NEAR OCEAN,YOUNG,5-STAR,OVER
35,1720,1452,NEAR OCEAN,ADULT,5-STAR,OVER
34,1954,1130,NEAR OCEAN,ADULT,5-STAR,OVER
31,4077,2544,NEAR OCEAN,ADULT,7-STAR,OVER
31,3506,2296,NEAR OCEAN,ADULT,7-STAR,OVER
15,2897,2340,NEAR OCEAN,YOUNG,5-STAR,OVER
31,2609,1746,NEAR OCEAN,ADULT,5-STAR,OVER
34,3718,2510,NEAR OCEAN,ADULT,7-STAR,OVER
14,3395,2258,NEAR OCEAN,YOUNG,7-STAR,OVER
17,2359,884,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
35,491,274,NEAR OCEAN,ADULT,3-STAR,SMALL
20,5689,3752,NEAR OCEAN,YOUNG,7-STAR,OVER
18,4172,3226,NEAR OCEAN,YOUNG,7-STAR,OVER
16,3372,2049,NEAR OCEAN,YOUNG,7-STAR,OVER
15,6082,3861,NEAR OCEAN,YOUNG,7-STAR,OVER
21,2751,2027,NEAR OCEAN,YOUNG,5-STAR,OVER
36,1664,963,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2738,1545,NEAR OCEAN,ADULT,5-STAR,OVER
36,2535,1390,NEAR OCEAN,ADULT,5-STAR,OVER
36,5456,2761,NEAR OCEAN,ADULT,7-STAR,OVER
38,5277,2695,NEAR OCEAN,ADULT,7-STAR,OVER
29,3541,2259,NEAR OCEAN,ADULT,7-STAR,OVER
21,5108,3288,NEAR OCEAN,YOUNG,7-STAR,OVER
36,1447,799,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,1814,1025,NEAR OCEAN,ADULT,5-STAR,OVER
42,2274,1255,NEAR OCEAN,ADULT,5-STAR,OVER
37,2155,1255,NEAR OCEAN,ADULT,5-STAR,OVER
41,2189,1063,NEAR OCEAN,ADULT,5-STAR,OVER
28,3520,1746,NEAR OCEAN,ADULT,7-STAR,OVER
36,725,335,NEAR OCEAN,ADULT,3-STAR,SMALL
32,1385,1096,NEAR OCEAN,ADULT,5-STAR,OVER
34,1075,906,NEAR OCEAN,ADULT,5-STAR,MEDIUM
40,1294,1177,NEAR OCEAN,ADULT,5-STAR,OVER
37,694,658,NEAR OCEAN,ADULT,3-STAR,MEDIUM
44,431,682,NEAR OCEAN,ADULT,3-STAR,MEDIUM
32,3436,2583,NEAR OCEAN,ADULT,7-STAR,OVER
26,3253,2246,NEAR OCEAN,ADULT,7-STAR,OVER
43,1769,1102,NEAR OCEAN,ADULT,5-STAR,OVER
39,4402,2941,NEAR OCEAN,ADULT,7-STAR,OVER
34,8400,4101,NEAR OCEAN,ADULT,7-STAR,OVER
42,4091,1861,NEAR OCEAN,ADULT,7-STAR,OVER
19,6326,3444,NEAR OCEAN,YOUNG,7-STAR,OVER
26,2806,1617,NEAR OCEAN,ADULT,5-STAR,OVER
16,8676,5130,NEAR OCEAN,YOUNG,7-STAR,OVER
17,3523,2150,NEAR OCEAN,YOUNG,7-STAR,OVER
27,8103,5023,NEAR OCEAN,ADULT,7-STAR,OVER
25,7778,4674,NEAR OCEAN,YOUNG,7-STAR,OVER
20,4582,2325,NEAR OCEAN,YOUNG,7-STAR,OVER
39,3348,1817,NEAR OCEAN,ADULT,7-STAR,OVER
31,3109,1472,NEAR OCEAN,ADULT,7-STAR,OVER
34,696,398,NEAR OCEAN,ADULT,3-STAR,SMALL
31,1256,785,NEAR OCEAN,ADULT,5-STAR,MEDIUM
27,2589,1386,NEAR OCEAN,ADULT,5-STAR,OVER
7,120,50,NEAR OCEAN,YOUNG,3-STAR,SMALL
34,4551,2208,NEAR OCEAN,ADULT,7-STAR,OVER
35,1481,747,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2683,1498,NEAR OCEAN,ADULT,5-STAR,OVER
36,1521,736,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2197,971,NEAR OCEAN,ADULT,5-STAR,MEDIUM
31,1331,598,NEAR OCEAN,ADULT,5-STAR,SMALL
20,64,59,NEAR OCEAN,YOUNG,3-STAR,SMALL
33,3507,1697,NEAR OCEAN,ADULT,7-STAR,OVER
29,5889,2784,NEAR OCEAN,ADULT,7-STAR,OVER
34,4648,2282,NEAR OCEAN,ADULT,7-STAR,OVER
21,12902,6160,NEAR OCEAN,YOUNG,7-STAR,OVER
22,6728,3783,NEAR OCEAN,YOUNG,7-STAR,OVER
26,3507,1712,NEAR OCEAN,ADULT,7-STAR,OVER
28,4946,2683,NEAR OCEAN,ADULT,7-STAR,OVER
35,5113,3004,NEAR OCEAN,ADULT,7-STAR,OVER
34,4135,2154,NEAR OCEAN,ADULT,7-STAR,OVER
21,10252,4790,NEAR OCEAN,YOUNG,7-STAR,OVER
49,1464,636,NEAR OCEAN,OLD,5-STAR,MEDIUM
46,2975,1479,NEAR OCEAN,OLD,5-STAR,OVER
37,1866,822,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,1355,682,NEAR OCEAN,ADULT,5-STAR,MEDIUM
40,1545,756,NEAR OCEAN,ADULT,5-STAR,MEDIUM
17,1040,669,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
46,1811,796,NEAR OCEAN,OLD,5-STAR,MEDIUM
43,2367,1141,NEAR OCEAN,ADULT,5-STAR,OVER
36,1017,407,NEAR OCEAN,ADULT,5-STAR,SMALL
36,1538,671,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,3119,1807,NEAR OCEAN,ADULT,7-STAR,OVER
32,3586,2249,NEAR OCEAN,ADULT,7-STAR,OVER
39,4220,2720,NEAR OCEAN,ADULT,7-STAR,OVER
41,98,68,NEAR OCEAN,ADULT,3-STAR,SMALL
15,2748,1447,NEAR OCEAN,YOUNG,5-STAR,OVER
46,66,30,NEAR OCEAN,OLD,3-STAR,SMALL
37,1252,878,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,865,602,NEAR OCEAN,ADULT,3-STAR,MEDIUM
44,1619,1064,NEAR OCEAN,ADULT,5-STAR,OVER
38,1204,921,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2084,1077,NEAR OCEAN,ADULT,5-STAR,OVER
33,2577,1867,NEAR OCEAN,ADULT,5-STAR,OVER
36,1770,1225,NEAR OCEAN,ADULT,5-STAR,OVER
42,1602,705,NEAR OCEAN,ADULT,5-STAR,MEDIUM
43,1934,847,NEAR OCEAN,ADULT,5-STAR,MEDIUM
31,4424,1915,NEAR OCEAN,ADULT,7-STAR,OVER
34,3562,1542,NEAR OCEAN,ADULT,7-STAR,OVER
26,2754,1128,NEAR OCEAN,ADULT,5-STAR,OVER
34,3931,1717,NEAR OCEAN,ADULT,7-STAR,OVER
40,2401,894,NEAR OCEAN,ADULT,5-STAR,MEDIUM
30,5351,2558,NEAR OCEAN,ADULT,7-STAR,OVER
52,1380,530,NEAR OCEAN,OLD,5-STAR,SMALL
44,2304,986,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,707,381,NEAR OCEAN,ADULT,3-STAR,SMALL
32,4497,1846,NEAR OCEAN,ADULT,7-STAR,OVER
22,2754,1163,NEAR OCEAN,YOUNG,5-STAR,OVER
31,3052,1581,NEAR OCEAN,ADULT,7-STAR,OVER
44,2089,837,NEAR OCEAN,ADULT,5-STAR,MEDIUM
36,6026,2314,NEAR OCEAN,ADULT,7-STAR,OVER
26,3281,1145,NEAR OCEAN,ADULT,7-STAR,OVER
33,2064,813,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,520,185,NEAR OCEAN,ADULT,3-STAR,SMALL
26,15,11,NEAR OCEAN,ADULT,3-STAR,SMALL
39,4645,2156,NEAR OCEAN,ADULT,7-STAR,OVER
49,1657,613,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2272,963,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2188,917,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,1704,671,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2039,772,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,3084,1324,NEAR OCEAN,OLD,7-STAR,OVER
37,3325,1468,NEAR OCEAN,ADULT,7-STAR,OVER
43,2506,967,NEAR OCEAN,ADULT,5-STAR,MEDIUM
52,1900,665,NEAR OCEAN,OLD,5-STAR,MEDIUM
44,1395,736,NEAR OCEAN,ADULT,5-STAR,MEDIUM
40,2362,992,NEAR OCEAN,ADULT,5-STAR,MEDIUM
50,2784,1622,NEAR OCEAN,OLD,5-STAR,OVER
52,2495,1081,NEAR OCEAN,OLD,5-STAR,OVER
20,2638,1352,NEAR OCEAN,YOUNG,5-STAR,OVER
30,5039,2129,NEAR OCEAN,ADULT,7-STAR,OVER
26,854,396,NEAR OCEAN,ADULT,3-STAR,SMALL
39,2647,1254,NEAR OCEAN,ADULT,5-STAR,OVER
52,2059,800,NEAR OCEAN,OLD,5-STAR,MEDIUM
34,2697,810,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,1774,588,NEAR OCEAN,ADULT,5-STAR,SMALL
32,4684,1512,NEAR OCEAN,ADULT,7-STAR,OVER
21,7189,2440,NEAR OCEAN,YOUNG,7-STAR,OVER
39,3562,1139,NEAR OCEAN,ADULT,7-STAR,OVER
25,4470,1507,NEAR OCEAN,YOUNG,7-STAR,OVER
23,6184,2165,NEAR OCEAN,YOUNG,7-STAR,OVER
52,1659,519,NEAR OCEAN,OLD,5-STAR,SMALL
52,2635,967,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2547,876,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2170,784,NEAR OCEAN,OLD,5-STAR,MEDIUM
28,3751,1691,NEAR OCEAN,ADULT,7-STAR,OVER
43,2543,1301,NEAR OCEAN,ADULT,5-STAR,OVER
27,3085,1453,NEAR OCEAN,ADULT,7-STAR,OVER
27,5144,2518,NEAR OCEAN,ADULT,7-STAR,OVER
28,2784,1534,NEAR OCEAN,ADULT,5-STAR,OVER
34,3225,1958,NEAR BAY,ADULT,7-STAR,OVER
44,1990,1141,NEAR BAY,ADULT,5-STAR,OVER
45,1165,845,NEAR OCEAN,ADULT,5-STAR,MEDIUM
43,1772,1573,NEAR OCEAN,ADULT,5-STAR,OVER
42,2574,2377,NEAR OCEAN,ADULT,5-STAR,OVER
33,3384,2626,NEAR OCEAN,ADULT,7-STAR,OVER
52,499,318,NEAR OCEAN,OLD,3-STAR,SMALL
42,3157,1603,NEAR OCEAN,ADULT,7-STAR,OVER
44,537,355,NEAR OCEAN,ADULT,3-STAR,SMALL
20,2126,1112,NEAR OCEAN,YOUNG,5-STAR,OVER
9,1150,377,NEAR OCEAN,YOUNG,5-STAR,SMALL
34,6394,2400,NEAR OCEAN,ADULT,7-STAR,OVER
49,2016,691,NEAR OCEAN,OLD,5-STAR,MEDIUM
26,2339,1283,NEAR OCEAN,ADULT,5-STAR,OVER
50,1975,644,NEAR OCEAN,OLD,5-STAR,MEDIUM
50,2501,1050,NEAR OCEAN,OLD,5-STAR,OVER
51,2565,870,NEAR OCEAN,OLD,5-STAR,MEDIUM
44,2465,843,NEAR OCEAN,ADULT,5-STAR,MEDIUM
52,2351,1126,NEAR OCEAN,OLD,5-STAR,OVER
52,900,371,NEAR OCEAN,OLD,3-STAR,SMALL
46,1437,607,NEAR OCEAN,OLD,5-STAR,MEDIUM
44,2151,849,NEAR OCEAN,ADULT,5-STAR,MEDIUM
33,2199,827,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,3661,1608,NEAR OCEAN,ADULT,7-STAR,OVER
27,3339,1354,NEAR OCEAN,ADULT,7-STAR,OVER
18,4493,1784,NEAR OCEAN,YOUNG,7-STAR,OVER
27,2169,905,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,3559,1747,NEAR OCEAN,ADULT,7-STAR,OVER
25,1729,769,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
17,6645,2557,NEAR OCEAN,YOUNG,7-STAR,OVER
37,1338,535,NEAR OCEAN,ADULT,5-STAR,SMALL
40,1833,751,NEAR OCEAN,ADULT,5-STAR,MEDIUM
38,984,429,NEAR OCEAN,ADULT,3-STAR,SMALL
35,1817,659,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,1160,508,NEAR OCEAN,ADULT,5-STAR,SMALL
39,4292,1758,NEAR OCEAN,ADULT,7-STAR,OVER
43,1748,984,NEAR OCEAN,ADULT,5-STAR,MEDIUM
41,839,419,NEAR OCEAN,ADULT,3-STAR,SMALL
45,1222,492,NEAR OCEAN,ADULT,5-STAR,SMALL
46,2444,952,NEAR OCEAN,OLD,5-STAR,MEDIUM
41,1608,676,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,2795,1183,NEAR OCEAN,ADULT,5-STAR,OVER
27,3931,1877,NEAR OCEAN,ADULT,7-STAR,OVER
49,1340,660,NEAR OCEAN,OLD,5-STAR,MEDIUM
38,1946,975,NEAR OCEAN,ADULT,5-STAR,MEDIUM
42,1159,465,NEAR OCEAN,ADULT,5-STAR,SMALL
35,3675,1930,NEAR OCEAN,ADULT,7-STAR,OVER
45,507,305,NEAR OCEAN,ADULT,3-STAR,SMALL
45,1685,815,NEAR OCEAN,ADULT,5-STAR,MEDIUM
36,1727,952,NEAR OCEAN,ADULT,5-STAR,MEDIUM
45,1792,829,NEAR OCEAN,ADULT,5-STAR,MEDIUM
40,1351,701,NEAR OCEAN,ADULT,5-STAR,MEDIUM
37,1437,979,NEAR OCEAN,ADULT,5-STAR,MEDIUM
31,2197,1193,NEAR OCEAN,ADULT,5-STAR,OVER
36,1973,1169,NEAR BAY,ADULT,5-STAR,OVER
37,1962,1267,NEAR OCEAN,ADULT,5-STAR,OVER
36,2406,1189,NEAR BAY,ADULT,5-STAR,OVER
34,1693,846,NEAR BAY,ADULT,5-STAR,MEDIUM
36,1379,750,NEAR OCEAN,ADULT,5-STAR,MEDIUM
36,805,445,NEAR BAY,ADULT,3-STAR,SMALL
35,1873,945,NEAR OCEAN,ADULT,5-STAR,MEDIUM
12,6474,2516,NEAR BAY,YOUNG,7-STAR,OVER
17,4576,1941,NEAR BAY,YOUNG,7-STAR,OVER
17,1321,683,NEAR BAY,YOUNG,5-STAR,MEDIUM
16,4789,1840,NEAR BAY,YOUNG,7-STAR,OVER
16,2118,770,NEAR BAY,YOUNG,5-STAR,MEDIUM
15,1958,811,NEAR BAY,YOUNG,5-STAR,MEDIUM
17,4199,2020,NEAR BAY,YOUNG,7-STAR,OVER
17,3211,1553,NEAR BAY,YOUNG,7-STAR,OVER
5,4921,1810,NEAR BAY,YOUNG,7-STAR,OVER
13,1422,395,NEAR BAY,YOUNG,5-STAR,SMALL
5,3264,1607,NEAR BAY,YOUNG,7-STAR,OVER
5,1649,779,NEAR BAY,YOUNG,5-STAR,MEDIUM
5,2140,990,NEAR BAY,YOUNG,5-STAR,MEDIUM
16,3913,1752,NEAR BAY,YOUNG,7-STAR,OVER
15,2126,905,NEAR BAY,YOUNG,5-STAR,MEDIUM
23,7283,3399,NEAR BAY,YOUNG,7-STAR,OVER
23,7995,3484,NEAR BAY,YOUNG,7-STAR,OVER
19,7976,3437,NEAR BAY,YOUNG,7-STAR,OVER
27,3789,2243,NEAR OCEAN,ADULT,7-STAR,OVER
